,DTSOLIC,ANO,ESTADO_UF,QTD
1023,31/05/2019,2019,MG,8223
1024,31/05/2019,2019,MS,563
1025,31/05/2019,2019,MT,541
1026,31/05/2019,2019,PA,1066
1027,31/05/2019,2019,PB,1093
1028,31/05/2019,2019,PE,3510
1029,31/05/2019,2019,PI,863
1030,31/05/2019,2019,PR,4833
1031,31/05/2019,2019,RJ,4296
1032,31/05/2019,2019,RN,1055
1033,31/05/2019,2019,RO,136
1034,31/05/2019,2019,RR,3
1035,31/05/2019,2019,RS,6932
1036,31/05/2019,2019,SC,2864
1037,31/05/2019,2019,SE,302
1038,31/05/2019,2019,SP,17288
1039,31/05/2019,2019,TO,98
1040,31/05/2020,2020,AC,27
1041,31/05/2020,2020,AL,750
1042,31/05/2020,2020,AM,450
1043,31/05/2020,2020,AP,12
1044,31/05/2020,2020,BA,2417
1045,31/05/2020,2020,CE,3375
1046,31/05/2020,2020,DF,571
1047,31/05/2020,2020,ES,1609
1048,31/05/2020,2020,GO,1285
1049,31/05/2020,2020,MA,820
1050,31/05/2020,2020,MG,9605
1051,31/05/2020,2020,MS,793
1052,31/05/2020,2020,MT,484
1053,31/05/2020,2020,PA,554
1054,31/05/2020,2020,PB,1158
1055,31/05/2020,2020,PE,3567
1056,31/05/2020,2020,PI,808
1057,31/05/2020,2020,PR,4916
1058,31/05/2020,2020,RJ,4609
1059,31/05/2020,2020,RN,1109
1060,31/05/2020,2020,RO,224
1061,31/05/2020,2020,RR,20
1062,31/05/2020,2020,RS,8365
1063,31/05/2020,2020,SC,3256
1064,31/05/2020,2020,SE,168
1065,31/05/2020,2020,SP,18209
1066,31/05/2020,2020,TO,251
1067,31/07/2016,2016,AC,51
1068,31/07/2016,2016,AL,585
1069,31/07/2016,2016,AM,335
1070,31/07/2016,2016,AP,9
1071,31/07/2016,2016,BA,2434
1072,31/07/2016,2016,CE,2271
1073,31/07/2016,2016,DF,417
1074,31/07/2016,2016,ES,1065
1075,31/07/2016,2016,GO,1006
1076,31/07/2016,2016,MA,528
1077,31/07/2016,2016,MG,7032
1078,31/07/2016,2016,MS,740
1079,31/07/2016,2016,MT,488
1080,31/07/2016,2016,PA,525
1081,31/07/2016,2016,PB,932
1082,31/07/2016,2016,PE,2424
1083,31/07/2016,2016,PI,685
1084,31/07/2016,2016,PR,3679
1085,31/07/2016,2016,RJ,6199
1086,31/07/2016,2016,RN,870
1087,31/07/2016,2016,RO,235
1088,31/07/2016,2016,RR,24
1089,31/07/2016,2016,RS,6676
1090,31/07/2016,2016,SC,3217
1091,31/07/2016,2016,SE,281
1092,31/07/2016,2016,SP,14953
1093,31/07/2016,2016,TO,203
1094,31/07/2017,2017,AC,72
1095,31/07/2017,2017,AL,684
1096,31/07/2017,2017,AM,371
1097,31/07/2017,2017,AP,15
1098,31/07/2017,2017,BA,2691
1099,31/07/2017,2017,CE,2385
1100,31/07/2017,2017,DF,523
1101,31/07/2017,2017,ES,1307
1102,31/07/2017,2017,GO,682
1103,31/07/2017,2017,MA,551
1104,31/07/2017,2017,MG,7523
1105,31/07/2017,2017,MS,471
1106,31/07/2017,2017,MT,570
1107,31/07/2017,2017,PA,356
1108,31/07/2017,2017,PB,951
1109,31/07/2017,2017,PE,2416
1110,31/07/2017,2017,PI,653
1111,31/07/2017,2017,PR,4226
1112,31/07/2017,2017,RJ,7867
1113,31/07/2017,2017,RN,939
1114,31/07/2017,2017,RO,245
1115,31/07/2017,2017,RR,31
1116,31/07/2017,2017,RS,6900
1117,31/07/2017,2017,SC,3058
1118,31/07/2017,2017,SE,57
1119,31/07/2017,2017,SP,16004
1120,31/07/2017,2017,TO,131
1121,31/07/2018,2018,AC,60
1122,31/07/2018,2018,AL,820
1123,31/07/2018,2018,AM,414
1124,31/07/2018,2018,AP,15
1125,31/07/2018,2018,BA,3035
1126,31/07/2018,2018,CE,2627
1127,31/07/2018,2018,DF,456
1128,31/07/2018,2018,ES,1380
1129,31/07/2018,2018,GO,1003
1130,31/07/2018,2018,MA,767
1131,31/07/2018,2018,MG,7258
1132,31/07/2018,2018,MS,538
1133,31/07/2018,2018,MT,580
1134,31/07/2018,2018,PA,714
1135,31/07/2018,2018,PB,1118
1136,31/07/2018,2018,PE,2899
1137,31/07/2018,2018,PI,743
1138,31/07/2018,2018,PR,4801
1139,31/07/2018,2018,RJ,8152
1140,31/07/2018,2018,RN,1016
1141,31/07/2018,2018,RO,782
1142,31/07/2018,2018,RR,6
1143,31/07/2018,2018,RS,7421
1144,31/07/2018,2018,SC,3157
1145,31/07/2018,2018,SE,264
1146,31/07/2018,2018,SP,17610
1147,31/07/2018,2018,TO,98
1148,31/07/2019,2019,AC,72
1149,31/07/2019,2019,AL,867
1150,31/07/2019,2019,AM,613
1151,31/07/2019,2019,AP,3
1152,31/07/2019,2019,BA,3416
1153,31/07/2019,2019,CE,2407
1154,31/07/2019,2019,DF,612
1155,31/07/2019,2019,ES,1502
1156,31/07/2019,2019,GO,1213
1157,31/07/2019,2019,MA,895
1158,31/07/2019,2019,MG,8850
1159,31/07/2019,2019,MS,549
1160,31/07/2019,2019,MT,662
1161,31/07/2019,2019,PA,746
1162,31/07/2019,2019,PB,868
1163,31/07/2019,2019,PE,3034
1164,31/07/2019,2019,PI,833
1165,31/07/2019,2019,PR,5359
1166,31/07/2019,2019,RJ,9215
1167,31/07/2019,2019,RN,1099
1168,31/07/2019,2019,RO,928
1169,31/07/2019,2019,RR,6
1170,31/07/2019,2019,RS,7931
1171,31/07/2019,2019,SC,3120
1172,31/07/2019,2019,SE,207
1173,31/07/2019,2019,SP,18507
1174,31/07/2019,2019,TO,85
1175,31/07/2020,2020,AC,36
1176,31/07/2020,2020,AL,818
1177,31/07/2020,2020,AM,541
1178,31/07/2020,2020,BA,3544
1179,31/07/2020,2020,CE,2533
1180,31/07/2020,2020,DF,555
1181,31/07/2020,2020,ES,1570
1182,31/07/2020,2020,GO,1294
1183,31/07/2020,2020,MA,930
1184,31/07/2020,2020,MG,9762
1185,31/07/2020,2020,MS,695
1186,31/07/2020,2020,MT,640
1187,31/07/2020,2020,PA,837
1188,31/07/2020,2020,PB,1336
1189,31/07/2020,2020,PE,3005
1190,31/07/2020,2020,PI,816
1191,31/07/2020,2020,PR,6006
1192,31/07/2020,2020,RJ,9451
1193,31/07/2020,2020,RN,1288
1194,31/07/2020,2020,RO,961
1195,31/07/2020,2020,RR,35
1196,31/07/2020,2020,RS,8423
1197,31/07/2020,2020,SC,3911
1198,31/07/2020,2020,SE,307
1199,31/07/2020,2020,SP,20103
1200,31/07/2020,2020,TO,184
1201,31/08/2016,2016,AC,67
1202,31/08/2016,2016,AL,602
1203,31/08/2016,2016,AM,393
1204,31/08/2016,2016,AP,21
1205,31/08/2016,2016,BA,2393
1206,31/08/2016,2016,CE,2352
1207,31/08/2016,2016,DF,616
1208,31/08/2016,2016,ES,1199
1209,31/08/2016,2016,GO,936
1210,31/08/2016,2016,MA,845
1211,31/08/2016,2016,MG,6514
1212,31/08/2016,2016,MS,590
1213,31/08/2016,2016,MT,549
1214,31/08/2016,2016,PA,516
1215,31/08/2016,2016,PB,940
1216,31/08/2016,2016,PE,2480
1217,31/08/2016,2016,PI,655
1218,31/08/2016,2016,PR,3932
1219,31/08/2016,2016,RJ,3349
1220,31/08/2016,2016,RN,1028
1221,31/08/2016,2016,RO,73
1222,31/08/2016,2016,RR,9
1223,31/08/2016,2016,RS,6795
1224,31/08/2016,2016,SC,2656
1225,31/08/2016,2016,SE,334
1226,31/08/2016,2016,SP,14333
1227,31/08/2016,2016,TO,109
1228,31/08/2017,2017,AC,49
1229,31/08/2017,2017,AL,585
1230,31/08/2017,2017,AM,417
1231,31/08/2017,2017,AP,15
1232,31/08/2017,2017,BA,2498
1233,31/08/2017,2017,CE,2528
1234,31/08/2017,2017,DF,525
1235,31/08/2017,2017,ES,1528
1236,31/08/2017,2017,GO,990
1237,31/08/2017,2017,MA,764
1238,31/08/2017,2017,MG,6848
1239,31/08/2017,2017,MS,612
1240,31/08/2017,2017,MT,577
1241,31/08/2017,2017,PA,544
1242,31/08/2017,2017,PB,965
1243,31/08/2017,2017,PE,2461
1244,31/08/2017,2017,PI,676
1245,31/08/2017,2017,PR,2827
1246,31/08/2017,2017,RJ,1946
1247,31/08/2017,2017,RN,1016
1248,31/08/2017,2017,RO,78
1249,31/08/2017,2017,RR,21
1250,31/08/2017,2017,RS,4832
1251,31/08/2017,2017,SC,3155
1252,31/08/2017,2017,SE,159
1253,31/08/2017,2017,SP,17110
1254,31/08/2017,2017,TO,172
1255,31/08/2018,2018,AC,71
1256,31/08/2018,2018,AL,681
1257,31/08/2018,2018,AM,281
1258,31/08/2018,2018,AP,12
1259,31/08/2018,2018,BA,2559
1260,31/08/2018,2018,CE,2634
1261,31/08/2018,2018,DF,578
1262,31/08/2018,2018,ES,1515
1263,31/08/2018,2018,GO,1091
1264,31/08/2018,2018,MA,845
1265,31/08/2018,2018,MG,8083
1266,31/08/2018,2018,MS,551
1267,31/08/2018,2018,MT,625
1268,31/08/2018,2018,PA,484
1269,31/08/2018,2018,PB,1154
1270,31/08/2018,2018,PE,2872
1271,31/08/2018,2018,PI,774
1272,31/08/2018,2018,PR,4453
1273,31/08/2018,2018,RJ,4004
1274,31/08/2018,2018,RN,1046
1275,31/08/2018,2018,RO,218
1276,31/08/2018,2018,RR,3
1277,31/08/2018,2018,RS,6969
1278,31/08/2018,2018,SC,2694
1279,31/08/2018,2018,SE,174
1280,31/08/2018,2018,SP,17507
1281,31/08/2018,2018,TO,79
1282,31/08/2019,2019,AC,87
1283,31/08/2019,2019,AL,791
1284,31/08/2019,2019,AM,355
1285,31/08/2019,2019,AP,9
1286,31/08/2019,2019,BA,2642
1287,31/08/2019,2019,CE,4007
1288,31/08/2019,2019,DF,615
1289,31/08/2019,2019,ES,1609
1290,31/08/2019,2019,GO,1330
1291,31/08/2019,2019,MA,908
1292,31/08/2019,2019,MG,8228
1293,31/08/2019,2019,MS,247
1294,31/08/2019,2019,MT,490
1295,31/08/2019,2019,PA,177
1296,31/08/2019,2019,PB,831
1297,31/08/2019,2019,PE,3597
1298,31/08/2019,2019,PI,965
1299,31/08/2019,2019,PR,4875
1300,31/08/2019,2019,RJ,4817
1301,31/08/2019,2019,RN,1127
1302,31/08/2019,2019,RO,215
1303,31/08/2019,2019,RR,3
1304,31/08/2019,2019,RS,7488
1305,31/08/2019,2019,SC,3060
1306,31/08/2019,2019,SE,139
1307,31/08/2019,2019,SP,17590
1308,31/08/2019,2019,TO,111
1309,31/08/2020,2020,AC,30
1310,31/08/2020,2020,AL,849
1311,31/08/2020,2020,AM,545
1312,31/08/2020,2020,BA,2550
1313,31/08/2020,2020,CE,3469
1314,31/08/2020,2020,DF,560
1315,31/08/2020,2020,ES,1610
1316,31/08/2020,2020,GO,1244
1317,31/08/2020,2020,MA,803
1318,31/08/2020,2020,MG,8804
1319,31/08/2020,2020,MS,760
1320,31/08/2020,2020,MT,493
1321,31/08/2020,2020,PA,676
1322,31/08/2020,2020,PB,1126
1323,31/08/2020,2020,PE,3656
1324,31/08/2020,2020,PI,788
1325,31/08/2020,2020,PR,5434
1326,31/08/2020,2020,RJ,5052
1327,31/08/2020,2020,RN,1085
1328,31/08/2020,2020,RO,265
1329,31/08/2020,2020,RR,26
1330,31/08/2020,2020,RS,7946
1331,31/08/2020,2020,SC,3453
1332,31/08/2020,2020,SE,385
1333,31/08/2020,2020,SP,18577
1334,31/08/2020,2020,TO,121
1335,31/10/2016,2016,AC,49
1336,31/10/2016,2016,AL,587
1337,31/10/2016,2016,AM,314
1338,31/10/2016,2016,AP,6
1339,31/10/2016,2016,BA,2488
1340,31/10/2016,2016,CE,2363
1341,31/10/2016,2016,DF,494
1342,31/10/2016,2016,ES,1103
1343,31/10/2016,2016,GO,1001
1344,31/10/2016,2016,MA,559
1345,31/10/2016,2016,MG,7112
1346,31/10/2016,2016,MS,411
1347,31/10/2016,2016,MT,519
1348,31/10/2016,2016,PA,488
1349,31/10/2016,2016,PB,889
1350,31/10/2016,2016,PE,2395
1351,31/10/2016,2016,PI,708
1352,31/10/2016,2016,PR,4039
1353,31/10/2016,2016,RJ,6335
1354,31/10/2016,2016,RN,925
1355,31/10/2016,2016,RO,214
1356,31/10/2016,2016,RR,6
1357,31/10/2016,2016,RS,6678
1358,31/10/2016,2016,SC,3035
1359,31/10/2016,2016,SE,305
1360,31/10/2016,2016,SP,15867
1361,31/10/2016,2016,TO,142
1362,31/10/2017,2017,AC,59
1363,31/10/2017,2017,AL,680
1364,31/10/2017,2017,AM,407
1365,31/10/2017,2017,AP,10
1366,31/10/2017,2017,BA,2662
1367,31/10/2017,2017,CE,2454
1368,31/10/2017,2017,DF,524
1369,31/10/2017,2017,ES,1309
1370,31/10/2017,2017,GO,940
1371,31/10/2017,2017,MA,704
1372,31/10/2017,2017,MG,7183
1373,31/10/2017,2017,MS,522
1374,31/10/2017,2017,MT,582
1375,31/10/2017,2017,PA,513
1376,31/10/2017,2017,PB,995
1377,31/10/2017,2017,PE,1706
1378,31/10/2017,2017,PI,827
1379,31/10/2017,2017,PR,2977
1380,31/10/2017,2017,RJ,253
1381,31/10/2017,2017,RN,938
1382,31/10/2017,2017,RO,233
1383,31/10/2017,2017,RR,12
1384,31/10/2017,2017,RS,4772
1385,31/10/2017,2017,SC,969
1386,31/10/2017,2017,SE,348
1387,31/10/2017,2017,SP,10036
1388,31/10/2017,2017,TO,161
1389,31/10/2018,2018,AC,66
1390,31/10/2018,2018,AL,811
1391,31/10/2018,2018,AM,407
1392,31/10/2018,2018,AP,6
1393,31/10/2018,2018,BA,3186
1394,31/10/2018,2018,CE,1732
1395,31/10/2018,2018,DF,735
1396,31/10/2018,2018,ES,1383
1397,31/10/2018,2018,GO,1018
1398,31/10/2018,2018,MA,825
1399,31/10/2018,2018,MG,7682
1400,31/10/2018,2018,MS,511
1401,31/10/2018,2018,MT,593
1402,31/10/2018,2018,PA,613
1403,31/10/2018,2018,PB,1243
1404,31/10/2018,2018,PE,2840
1405,31/10/2018,2018,PI,789
1406,31/10/2018,2018,PR,4505
1407,31/10/2018,2018,RJ,7850
1408,31/10/2018,2018,RN,1062
1409,31/10/2018,2018,RO,739
1410,31/10/2018,2018,RR,3
1411,31/10/2018,2018,RS,7633
1412,31/10/2018,2018,SC,3098
1413,31/10/2018,2018,SE,228
1414,31/10/2018,2018,SP,18255
1415,31/10/2018,2018,TO,98
1416,31/10/2019,2019,AC,52
1417,31/10/2019,2019,AL,909
1418,31/10/2019,2019,AM,606
1419,31/10/2019,2019,AP,18
1420,31/10/2019,2019,BA,3347
1421,31/10/2019,2019,CE,2503
1422,31/10/2019,2019,DF,517
1423,31/10/2019,2019,ES,1471
1424,31/10/2019,2019,GO,1129
1425,31/10/2019,2019,MA,914
1426,31/10/2019,2019,MG,8541
1427,31/10/2019,2019,MS,613
1428,31/10/2019,2019,MT,634
1429,31/10/2019,2019,PA,1260
1430,31/10/2019,2019,PB,1556
1431,31/10/2019,2019,PE,3048
1432,31/10/2019,2019,PI,910
1433,31/10/2019,2019,PR,5365
1434,31/10/2019,2019,RJ,9117
1435,31/10/2019,2019,RN,1088
1436,31/10/2019,2019,RO,851
1437,31/10/2019,2019,RR,34
1438,31/10/2019,2019,RS,7399
1439,31/10/2019,2019,SC,3280
1440,31/10/2019,2019,SE,324
1441,31/10/2019,2019,SP,18756
1442,31/10/2019,2019,TO,84
1443,31/10/2020,2020,AC,25
1444,31/10/2020,2020,AL,808
1445,31/10/2020,2020,AM,501
1446,31/10/2020,2020,BA,3385
1447,31/10/2020,2020,CE,2650
1448,31/10/2020,2020,DF,564
1449,31/10/2020,2020,ES,1469
1450,31/10/2020,2020,GO,1336
1451,31/10/2020,2020,MA,976
1452,31/10/2020,2020,MG,8676
1453,31/10/2020,2020,MS,540
1454,31/10/2020,2020,MT,633
1455,31/10/2020,2020,PA,683
1456,31/10/2020,2020,PB,1139
1457,31/10/2020,2020,PE,3112
1458,31/10/2020,2020,PI,783
1459,31/10/2020,2020,PR,5825
1460,31/10/2020,2020,RJ,9318
1461,31/10/2020,2020,RN,1139
1462,31/10/2020,2020,RO,911
1463,31/10/2020,2020,RR,28
1464,31/10/2020,2020,RS,8102
1465,31/10/2020,2020,SC,3671
1466,31/10/2020,2020,SE,400
1467,31/10/2020,2020,SP,19378
1468,31/10/2020,2020,TO,113
1469,31/12/2016,2016,AC,72
1470,31/12/2016,2016,AL,609
1471,31/12/2016,2016,AM,309
1472,31/12/2016,2016,AP,18
1473,31/12/2016,2016,BA,2418
1474,31/12/2016,2016,CE,2463
1475,31/12/2016,2016,DF,525
1476,31/12/2016,2016,ES,1089
1477,31/12/2016,2016,GO,972
1478,31/12/2016,2016,MA,441
1479,31/12/2016,2016,MG,6519
1480,31/12/2016,2016,MS,568
1481,31/12/2016,2016,MT,443
1482,31/12/2016,2016,PA,398
1483,31/12/2016,2016,PB,971
1484,31/12/2016,2016,PE,2620
1485,31/12/2016,2016,PI,742
1486,31/12/2016,2016,PR,3536
1487,31/12/2016,2016,RJ,2784
1488,31/12/2016,2016,RN,1135
1489,31/12/2016,2016,RO,28
1490,31/12/2016,2016,RS,6860
1491,31/12/2016,2016,SC,2280
1492,31/12/2016,2016,SE,278
1493,31/12/2016,2016,SP,15699
1494,31/12/2016,2016,TO,89
1495,31/12/2017,2017,AC,47
1496,31/12/2017,2017,AL,686
1497,31/12/2017,2017,AM,312
1498,31/12/2017,2017,AP,27
1499,31/12/2017,2017,BA,2593
1500,31/12/2017,2017,CE,2480
1501,31/12/2017,2017,DF,471
1502,31/12/2017,2017,ES,1214
1503,31/12/2017,2017,GO,1023
1504,31/12/2017,2017,MA,690
1505,31/12/2017,2017,MG,6568
1506,31/12/2017,2017,MS,607
1507,31/12/2017,2017,MT,435
1508,31/12/2017,2017,PA,632
1509,31/12/2017,2017,PB,1021
1510,31/12/2017,2017,PE,2860
1511,31/12/2017,2017,PI,717
1512,31/12/2017,2017,PR,3734
1513,31/12/2017,2017,RJ,2226
1514,31/12/2017,2017,RN,1096
1515,31/12/2017,2017,RO,229
1516,31/12/2017,2017,RR,18
1517,31/12/2017,2017,RS,7197
1518,31/12/2017,2017,SC,2039
1519,31/12/2017,2017,SE,137
1520,31/12/2017,2017,SP,16027
1521,31/12/2017,2017,TO,156
1522,31/12/2018,2018,AC,75
1523,31/12/2018,2018,AL,662
1524,31/12/2018,2018,AM,428
1525,31/12/2018,2018,AP,18
1526,31/12/2018,2018,BA,2692
1527,31/12/2018,2018,CE,1603
1528,31/12/2018,2018,DF,611
1529,31/12/2018,2018,ES,1283
1530,31/12/2018,2018,GO,1092
1531,31/12/2018,2018,MA,688
1532,31/12/2018,2018,MG,7245
1533,31/12/2018,2018,MS,550
1534,31/12/2018,2018,MT,555
1535,31/12/2018,2018,PA,761
1536,31/12/2018,2018,PB,909
1537,31/12/2018,2018,PE,2567
1538,31/12/2018,2018,PI,717
1539,31/12/2018,2018,PR,4421
1540,31/12/2018,2018,RJ,4191
1541,31/12/2018,2018,RN,1156
1542,31/12/2018,2018,RO,79
1543,31/12/2018,2018,RS,7239
1544,31/12/2018,2018,SC,2581
1545,31/12/2018,2018,SE,220
1546,31/12/2018,2018,SP,16041
1547,31/12/2018,2018,TO,90
1548,31/12/2019,2019,AC,18
1549,31/12/2019,2019,AL,725
1550,31/12/2019,2019,AM,387
1551,31/12/2019,2019,AP,12
1552,31/12/2019,2019,BA,2840
1553,31/12/2019,2019,CE,1991
1554,31/12/2019,2019,DF,643
1555,31/12/2019,2019,ES,1376
1556,31/12/2019,2019,GO,1142
1557,31/12/2019,2019,MA,708
1558,31/12/2019,2019,MG,7157
1559,31/12/2019,2019,MS,551
1560,31/12/2019,2019,MT,511
1561,31/12/2019,2019,PA,415
1562,31/12/2019,2019,PB,1030
1563,31/12/2019,2019,PE,2966
1564,31/12/2019,2019,PI,729
1565,31/12/2019,2019,PR,4920
1566,31/12/2019,2019,RJ,4623
1567,31/12/2019,2019,RN,1200
1568,31/12/2019,2019,RO,61
1569,31/12/2019,2019,RR,13
1570,31/12/2019,2019,RS,7114
1571,31/12/2019,2019,SC,2650
1572,31/12/2019,2019,SE,238
1573,31/12/2019,2019,SP,16916
1574,31/12/2019,2019,TO,111
1575,31/12/2020,2020,AC,2
1576,31/12/2020,2020,AL,234
1577,31/12/2020,2020,AM,11
1578,31/12/2020,2020,BA,881
1579,31/12/2020,2020,CE,923
1580,31/12/2020,2020,DF,226
1581,31/12/2020,2020,ES,316
1582,31/12/2020,2020,GO,273
1583,31/12/2020,2020,MA,299
1584,31/12/2020,2020,MG,2541
1585,31/12/2020,2020,MS,108
1586,31/12/2020,2020,MT,189
1587,31/12/2020,2020,PA,377
1588,31/12/2020,2020,PB,357
1589,31/12/2020,2020,PE,1075
1590,31/12/2020,2020,PI,298
1591,31/12/2020,2020,PR,1685
1592,31/12/2020,2020,RJ,1279
1593,31/12/2020,2020,RN,439
1594,31/12/2020,2020,RO,61
1595,31/12/2020,2020,RR,23
1596,31/12/2020,2020,RS,2382
1597,31/12/2020,2020,SC,777
1598,31/12/2020,2020,SE,322
1599,31/12/2020,2020,SP,4661
1600,31/12/2020,2020,TO,45
